,Unnamed: 0,dob,photo_taken,full_path,gender,name,face_location,face_score,second_face_score,date_of_birth,age
21219,59817,709683,1967,['38/1598538_1943-01-17_1967.jpg'],1.0,['Chris Montez'],[[130.96038342  78.97623005 363.88907357 311.9049202 ]],4.629870364869669,,1943,24
8206,22885,717748,2015,['45/3637445_1965-02-15_2015.jpg'],1.0,['Gustavo Quinteros'],[[186.18510408  86.34943265 313.76925306 213.93358163]],3.185418694113878,,1965,50
11185,31507,696775,1951,['26/20525726_1907-09-15_1951.jpg'],1.0,['Alvin Childress'],[[150.2690248  128.92773554 341.4606281  320.11933885]],4.365905594104318,,1907,44
14521,40902,727229,2013,['10/15639910_1991-01-31_2013.jpg'],0.0,['Ju Wenjun'],[[162.61672838 146.44305555 307.29978393 291.12611109]],3.5090678616221216,,1991,22
20991,59211,697245,1940,['08/149808_1908-12-28_1940.jpg'],1.0,['Lew Ayres'],[[ 35.54902668 139.55610672 346.6902668  450.69734684]],4.214978732680152,,1908,32
6838,19158,718635,2007,['09/8035409_1967-07-22_2007.jpg'],0.0,['Cathy L. Lanier'],[[130.93069969 186.66671384 297.25874214 352.99475629]],4.787232042995099,,1967,40
2672,7302,726055,2014,['37/41116137_1987-11-14_2014.jpg'],0.0,['Nour El-Refai'],[[139.55610672 156.89062006 294.68672678 312.02124012]],5.918043106801538,,1987,27
1387,3776,712568,1978,['36/350136_1950-12-11_1978.jpg'],0.0,['Christina Onassis'],[[112.3520283   93.77335692 278.68007076 260.10139937]],3.909337468959284,,1950,28
15878,44969,724973,2012,['98/41713698_1984-11-27_2012.jpg'],0.0,['Leslie Dewan'],[[127.51353519 109.41160159 289.63093757 271.52900398]],4.9273791773724485,,1984,28
20890,58969,706834,1966,['59/439959_1935-03-31_1966.jpg'],1.0,['Herb Alpert'],[[ 40.70425392  80.52850783 398.24253916 438.06679308]],4.483002106027347,,1935,31
8490,23671,724921,2012,['19/7730619_1984-10-06_2012.jpg'],1.0,['Graeme Law'],[[ 68.9935016   55.27480128 192.06180449 178.34310417]],5.314545180175258,,1984,28
14946,42338,717329,2005,['10/1762010_1963-12-24_2005.jpg'],0.0,['Mary Ramsey'],[[ 81.74836419  97.92203703 226.43141974 242.60509258]],3.5754822025109494,,1963,42
14498,40857,722501,2007,['25/1560225_1978-02-20_2007.jpg'],1.0,['Cory Spinks'],[[196.00332618  56.71523605 320.36260729 181.07451717]],3.443476367952057,,1978,29
20362,57471,717061,2012,['10/41942010_1963-03-31_2012.jpg'],1.0,['Mauro Pane'],[[189.51212941  46.15171106 256.53969599 113.17927764]],5.117832677451117,,1963,49
3290,9058,716829,2011,['68/2414268_1962-08-11_2011.jpg'],1.0,['Rob Minkoff'],[[123.45351931 147.96822317 343.20585407 367.72055794]],3.724000570912191,,1962,49
17870,50651,701965,1995,['47/20846947_1921-11-30_1995.jpg'],1.0,['Willy Holt'],[[156.89062006  70.21805336 312.02124012 225.34867342]],5.1641735744305715,,1921,74
20023,56519,724168,2003,['13/2092013_1982-09-14_2003.jpg'],0.0,['Sunrise Adams'],[[103.13919429 103.13919429 234.36615838 234.36615838]],4.469921054449824,,1982,21
10630,29925,722388,2015,['46/37405846_1977-10-30_2015.jpg'],1.0,['Patrick Brammall'],[[ 79.70262713 132.25104521 315.2905085  367.83892658]],3.84470050951648,,1977,38
11214,31583,709841,1972,['17/2057417_1943-06-24_1972.jpg'],1.0,['Georg Stanford Brown'],[[ 65.57469135 194.96407406 355.82080244 485.21018515]],3.961456878871548,,1943,29
9110,25526,716920,1984,['36/11422936_1962-11-10_1984.jpg'],1.0,['Jeff Larmer'],[[120.35276175  80.52850783 298.68190437 258.85765046]],4.559409419613958,,1962,22
11636,32723,725123,2015,['95/12509095_1985-04-26_2015.jpg'],1.0,['John Isner'],[[178.28479552  99.49155307 354.56959104 275.77634859]],4.453842297155079,,1985,30
22113,62227,710150,2015,['65/599665_1944-04-28_2015.jpg'],0.0,['Alice Waters'],[[105.97683617 132.25104521 341.56471754 367.83892658]],3.6867471378168193,,1944,71
6075,17110,703604,1967,['47/1720947_1926-05-27_1967.jpg'],1.0,['Thanasis Veggos'],[[190.75190418  59.2065859  321.55522246 190.00990418]],3.6203157987775354,,1926,41
12980,36580,725894,2007,['06/1851406_1987-06-06_2007.jpg'],1.0,['Daniel Logan'],[[ 49.90940772 196.9976309  269.66174249 416.74996566]],3.427763095162324,,1987,20
9700,27152,724072,2014,['86/2341786_1982-06-10_2014.jpg'],0.0,['Laleh'],[[112.3520283   93.77335692 278.68007076 260.10139937]],3.7153956230681686,,1982,32
3186,8764,727129,2015,['34/43160134_1990-10-23_2015.jpg'],1.0,['Dmitry Lisov'],[[  0.64       135.75761006 216.1881761  378.32930818]],3.1787685808498494,,1990,25
17410,49382,710078,2013,['08/187308_1944-02-16_2013.jpg'],1.0,['Richard Ford'],[[ 93.92161258  93.92161258 372.53445032 372.53445032]],4.8145617794934665,,1944,69
14910,42227,725660,2010,['68/5668168_1986-10-15_2010.jpg'],1.0,['Marcel de Jong'],[[118.75084511  49.79218546 206.87597894 137.91731929]],4.3851060691844985,,1986,24
2232,6178,713544,1978,['15/6904415_1953-08-13_1978.jpg'],0.0,['Carla Bodendorf'],[[ 23.08175118 113.2727559  225.47751179 315.66851651]],4.219790148083283,,1953,25
4022,11217,721915,2011,['05/6719405_1976-07-14_2011.jpg'],1.0,['Vishal Gondal'],[[ 65.57469135 130.26938271 355.82080244 420.5154938 ]],3.777093805814812,,1976,35
12747,35927,713282,2015,['97/4656297_1952-11-24_2015.jpg'],1.0,['Thierry Lhermitte'],[[ 35.54902668 174.2251334  346.6902668  485.36637352]],4.22903184072402,,1952,63
6803,19084,715279,2010,['20/5033220_1958-05-14_2010.jpg'],1.0,['Steve Tambellini'],[[ 81.74836419  97.92203703 226.43141974 242.60509258]],3.425707429396189,,1958,52
16943,47898,727284,2008,['26/16720526_1991-03-27_2008.jpg'],0.0,['Chloe Marshall'],[[173.6  45.6 230.4 102.4]],5.349818352064946,,1991,17
9868,27679,717852,2014,['34/1443634_1965-05-30_2014.jpg'],1.0,['Billy Donovan'],[[192.86180449  96.83090224 315.53010737 219.49920513]],3.116214871012015,,1965,49
19056,53849,716259,2002,['66/25871366_1961-01-18_2002.jpg'],1.0,['Lawrence Hunter'],[[101.84448863  56.85227146 202.46497726 157.47276009]],3.4859732618700363,,1961,41
7364,20712,724205,2012,['68/13330968_1982-10-21_2012.jpg'],1.0,['Raymond Ventrone'],[[200.55381792  89.67947463 399.14763584 288.27329255]],3.4663167800147865,,1982,30
4335,12113,722109,2011,['09/39196009_1977-01-24_2011.jpg'],1.0,['Leif Gunnar Smerud'],[[150.52875314  94.41272072 317.99085043 261.874818  ]],5.627365878122786,,1977,34
1403,3819,710272,2012,['53/35048153_1944-08-28_2012.jpg'],1.0,['Göran Carmback'],[[ 88.55533283  34.23205109 149.3890248   95.06574305]],3.412603157724196,,1944,68
10149,28435,707382,2009,['81/2542281_1936-09-29_2009.jpg'],0.0,['Alla Demidova'],[[121.60456282  61.24228141 256.53969599 196.17741458]],3.329524333641896,,1936,73
16277,46126,712281,1978,['87/13791087_1950-02-27_1978.jpg'],1.0,['Dan Moldea'],[[115.24513741  92.37210993 320.22238474 297.34935726]],5.416335182133792,,1950,28
19903,56195,708756,2014,['31/5983231_1940-07-04_2014.jpg'],1.0,['Paul Gregory Bootkoski'],[[138.11816489 115.24513741 343.09541222 320.22238474]],4.534239140953599,,1940,74
2671,7297,720139,2015,['50/4111450_1971-09-03_2015.jpg'],0.0,['Kiran Desai'],[[ 75.852  75.852 244.608 244.608]],5.0889634881767405,,1971,44
7840,22024,725845,2011,['69/15343469_1987-04-18_2011.jpg'],1.0,['Ivan Tričkovski'],[[ 54.12662661  54.12662661 133.71656652 133.71656652]],3.1568308525729716,,1987,24
12187,34238,726587,2012,['64/24535464_1989-04-29_2012.jpg'],1.0,['Guido Burgstaller'],[[  0.88       183.86421985 411.71449467 594.69871452]],4.3072684948076745,,1989,23
10683,30053,718811,1999,['92/4740092_1968-01-14_1999.jpg'],0.0,['Johnni Black'],[[ 29.49192275 145.37961373 159.34557511 275.23326609]],3.7651000670248402,,1968,31
9042,25310,705322,2012,['37/40472737_1931-02-08_2012.jpg'],1.0,['Larry Ruttman'],[[ 18.5019336   54.7058008  181.01933598 217.22320318]],3.8617100238246693,,1931,81
10401,29156,725582,2014,['16/26476316_1986-07-29_2014.jpg'],0.0,['Cho Ha-ri'],[[134.18407017  67.61753508 232.98287279 166.41633771]],3.198075077812661,,1986,28
19926,56248,715452,2013,['69/7986069_1958-11-03_2013.jpg'],1.0,['Brady Hoke'],[[ 49.90940772  98.93881545 269.66174249 318.69115021]],5.0918604482077106,,1958,55
10607,29871,727669,2013,['48/27462548_1992-04-15_2013.jpg'],1.0,['John Guidetti'],[[ 89.78437768 107.61325322 249.60425751 267.43313304]],4.860516767577646,,1992,21
17708,50185,728241,2012,['10/39798510_1993-11-08_2012.jpg'],1.0,['Livio Jean-Charles'],[[125.15720541  45.93171106 226.35855529 147.13306094]],3.1485637805234274,,1993,19
7930,22255,723809,2010,['62/35381562_1981-09-20_2010.jpg'],1.0,['André Bankoff'],[[156.89062006  70.21805336 312.02124012 225.34867342]],4.768758589577418,,1981,29
1618,4417,728009,2014,['70/36082070_1993-03-21_2014.jpg'],1.0,['Luka Mitrović'],[[243.51465064  61.62866266 351.64624343 169.76025545]],3.830516848377654,,1993,21
9245,25900,726148,2011,['13/31447813_1988-02-15_2011.jpg'],1.0,['Marcus Gilbert'],[[184.7917368   37.75834736 349.20429992 202.17091048]],3.006367728661625,,1988,23
2335,6451,725135,2000,['58/20139958_1985-05-08_2000.jpg'],0.0,['Silvia Stroescu'],[[179.20858792  84.0008077  285.62334067 190.41556045]],4.775373329064128,,1985,15
19699,55584,727689,2013,['85/28888785_1992-05-05_2013.jpg'],1.0,['Craig Clay'],[[195.30073359  80.93559618 297.34935726 182.98421985]],3.502384694859708,,1992,21
7206,20216,727263,2012,['69/22356769_1991-03-06_2012.jpg'],1.0,['Aleksandar Dragović'],[[ 70.21805336 208.89416008 381.35929348 520.0354002 ]],5.1359536422716765,,1991,21
840,2326,720059,2012,['96/2307496_1971-06-15_2012.jpg'],0.0,['Dana Bash'],[[ 86.24515703  86.24515703 277.43676033 277.43676033]],4.112928541113767,,1971,41
19523,55163,703540,1966,['77/37885277_1926-03-24_1966.jpg'],1.0,['Guillermo Timoner'],[[150.2690248 150.2690248 341.4606281 341.4606281]],4.088205126551566,,1926,40
3859,10767,726509,2008,['05/17124205_1989-02-10_2008.jpg'],1.0,['Manuel León Hoyos'],[[130.93069969 130.93069969 297.25874214 297.25874214]],5.030209173465671,,1989,19
17872,50659,683420,1943,['96/20848996_1871-02-20_1943.jpg'],1.0,['Walter Curran Mendenhall'],[[154.98505891  33.68251262 253.63259678 132.3300505 ]],3.411250948399933,,1871,72
7865,22084,723684,2007,['67/2530367_1981-05-18_2007.jpg'],1.0,['Mahamadou Diarra'],[[ 42.38732269 167.14929077 400.         540.63519501]],3.1743117432170043,,1981,26
8791,24517,719099,2012,['65/29332565_1968-10-28_2012.jpg'],1.0,['Stephen Hunter'],[[160.22557511 111.19616738 269.66174249 220.63233476]],3.712853938115792,,1968,44
13408,37777,700463,2010,['42/20631642_1917-10-20_2010.jpg'],1.0,['Stéphane Hessel'],[[ 55.67480128  83.11220192 301.81140705 329.24880769]],4.087435952308011,,1917,93
15791,44716,707806,2006,['43/2173843_1937-11-27_2006.jpg'],1.0,['Vladimir Gorodetski'],[[ 85.36 169.84 337.92 422.4 ]],3.8500628860200603,,1937,69
19178,54162,725368,2012,['81/16830381_1985-12-27_2012.jpg'],1.0,"[""Jérôme d'Ambrosio""]",[[128.92773554  86.24515703 320.11933885 277.43676033]],5.082472191102378,,1985,27
5849,16449,725558,2012,['87/8528287_1986-07-05_2012.jpg'],1.0,['Piermario Morosini'],[[233  33 304 104]],3.3781892533777245,,1986,26
10821,30437,726761,2010,['53/28476353_1989-10-20_2010.jpg'],0.0,['Sophie Bradley'],[[ 47.80428219  94.91456438 188.44112876 235.55141095]],3.606026290287245,,1989,21
10899,30661,723403,2011,['15/5840115_1980-08-10_2011.jpg'],1.0,['Mikel Labaka'],[[177.37261741  46.51290081 235.54748988 104.68777328]],3.0109570360633384,,1980,31
4009,11188,703648,1951,['94/5719494_1926-07-10_1951.jpg'],1.0,['Carleton Carpenter'],[[ 98.826  35.114 150.592  86.88 ]],5.059653959023871,,1926,25
11409,32125,716810,2013,['58/1159758_1962-07-23_2013.jpg'],1.0,['Daniel MacIvor'],[[ 57.2  141.68 309.76 394.24]],4.137727860338163,,1962,51
4778,13350,729562,2014,['43/31265743_1997-06-21_2014.jpg'],0.0,['Rebecca Black'],[[183.86421985  92.37210993 388.84146718 297.34935726]],5.109309117854141,,1997,17
9280,26011,708600,2011,['54/41407254_1940-01-30_2011.jpg'],1.0,['Nae Lăzărescu'],[[154.4 128.8 384.  358.4]],5.334149369847934,,1940,71
1053,2848,707807,1975,['38/14091638_1937-11-28_1975.jpg'],1.0,['Richie Roberts'],[[  0.352  45.408 176.    247.808]],3.064514524341478,,1937,38
17272,49019,719840,2007,['47/2779347_1970-11-08_2007.jpg'],1.0,['José Porras'],[[ 53.95370966  67.31363708 173.6790564  187.03898381]],4.5068133920506135,,1970,37
16263,46096,723318,2013,['67/13762867_1980-05-17_2013.jpg'],1.0,['Alexander Moiseenko'],[[121.60456282 181.96684423 256.53969599 316.9019774 ]],3.7916895010563905,,1980,33
18758,53050,706823,1970,['27/938827_1935-03-20_1970.jpg'],1.0,['Ted Bessell'],[[ 70.21805336 139.55610672 381.35929348 450.69734684]],4.2465491510820375,,1935,35
2079,5750,724865,2013,['64/9808564_1984-08-11_2013.jpg'],1.0,['Markis Kido'],[[186.66671384  65.90534984 269.39073506 148.62937107]],3.423789859526174,,1984,29
14738,41579,709151,1964,['24/16639924_1941-08-03_1964.jpg'],1.0,['Franco Menichelli'],[[140.26488871 120.35276175 318.59403133 298.68190437]],5.106476333212039,,1941,23
5722,16107,712447,2007,['83/25267183_1950-08-12_2007.jpg'],0.0,['Iris Berben'],[[ 90.4826804   68.0775103  291.26721131 268.86204121]],4.128734963334339,,1950,57
6429,18076,726000,2014,['70/7823470_1987-09-20_2014.jpg'],1.0,['Reza Ghoochannejhad'],[[ 85.36 169.84 337.92 422.4 ]],4.975884654524036,,1987,27
14635,41283,721464,2007,['91/3568091_1975-04-20_2007.jpg'],1.0,['John van de Ruit'],[[155.33537861 121.0386278  308.67075721 274.37400641]],4.590003198578355,,1975,32
12370,34741,716401,2009,['02/15552802_1961-06-09_2009.jpg'],1.0,['Klaus Bischoff'],[[ 83.11220192 110.54960256 329.24880769 356.68620833]],4.296460972682947,,1961,48
6158,17316,725860,2008,['66/27278066_1987-05-03_2008.jpg'],1.0,['Stephen Dadaian'],[[102.64889859  34.75229953 178.22857252 110.33197347]],4.225492998433502,,1987,21
4005,11180,720159,2012,['90/5718390_1971-09-23_2012.jpg'],1.0,['Osamu Nishimura'],[[ 99.74659612  56.34721032 154.99780644 111.59842063]],3.4933543123244664,,1971,41
10072,28230,699926,1955,['44/644344_1916-05-01_1955.jpg'],1.0,['Glenn Ford'],[[ 91.42342212 121.60456282 362.17368846 392.35482917]],4.7814630272131415,,1916,39
18114,51319,724386,2005,['26/2181726_1983-04-20_2005.jpg'],1.0,['Danny Granger'],[[148.33602844  89.34561707 412.93287965 353.94246827]],4.584490337537308,,1983,22
2564,7035,717343,2013,['11/21111_1964-01-07_2013.jpg'],1.0,['Nicolas Cage'],[[141.68 141.68 394.24 394.24]],5.354282163299363,,1964,49
21303,60025,729398,2013,['08/35973708_1997-01-08_2013.jpg'],1.0,['Jack Andraka'],[[180.90666041  70.04348477 304.873733   194.01055737]],5.359291814372603,,1997,16
6854,19209,718327,2003,['30/11311030_1966-09-17_2003.jpg'],1.0,['Stéphane Rousseau'],[[ 29.22496086 114.57784343 284.50960857 369.86249114]],4.746822342404112,,1966,37
17691,50135,724242,2012,['38/39744538_1982-11-27_2012.jpg'],0.0,"[""Lei'D Tapa""]",[[ 92.37210993 138.11816489 297.34935726 343.09541222]],5.057649601942408,,1982,30
13069,36806,725678,2014,['04/38507604_1986-11-02_2014.jpg'],0.0,['Hannah Hart'],[[128.92773554  64.90386777 320.11933885 256.09547108]],4.25270628903293,,1986,28
16093,45593,726808,2013,['70/32731370_1989-12-06_2013.jpg'],1.0,['Rógvi Baldvinsson'],[[146.72463902  73.75931951 277.26821414 204.30289463]],4.342719767280426,,1989,24
15483,43756,721010,2012,['34/796634_1974-01-21_2012.jpg'],1.0,['Rove McManus'],[[108.61498452 135.57223065 350.44419969 377.40144582]],5.529338655112292,,1974,38
4423,12356,716254,2012,['92/102592_1961-01-13_2012.jpg'],0.0,['Julia Louis-Dreyfus'],[[138.11816489 138.11816489 343.09541222 343.09541222]],4.227255960893311,,1961,51
7908,22184,714950,2011,['39/3530539_1957-06-19_2011.jpg'],1.0,['Michael Maloney'],[[ 89.02003366 118.42671155 352.88013466 382.28681254]],5.366325165700443,,1957,54
10718,30134,723851,2010,['30/6749930_1981-11-01_2010.jpg'],1.0,['Pierre Fitch'],[[ 47.14573803 112.64577127 131.00006648 196.50009973]],3.190581767157925,,1981,29
17276,49038,698992,1951,['42/3770842_1913-10-10_1951.jpg'],0.0,['Janis Carter'],[[110.41648437  55.44324219 164.91972656 109.94648437]],3.381294918841599,,1913,38
4342,12132,716323,2014,['37/4913637_1961-03-23_2014.jpg'],0.0,['Ali Hewson'],[[125.56196808 187.94295212 311.9049202  374.28590424]],4.52831699041814,,1961,53
17642,50004,718371,2010,['37/2971837_1966-10-31_2010.jpg'],1.0,['Joseph Boyden'],[[ 79.70262713 184.79946329 315.2905085  420.38734467]],4.81379238112805,,1966,44
1528,4182,704850,2012,['74/16073374_1929-10-24_2012.jpg'],1.0,['Dan Morgenstern'],[[115.24513741 138.11816489 320.22238474 343.09541222]],3.604119809233501,,1929,83
5479,15239,717414,2007,['03/2420403_1964-03-18_2007.jpg'],1.0,['Seymore Butts'],[[ 67.92151773  84.76089716 218.91193261 235.75131204]],4.296087858686792,,1964,43
5336,14909,728344,2013,['22/43230022_1994-02-19_2013.jpg'],1.0,['Nikola Ivanović'],[[148.72  64.24 211.2  126.72]],3.2374913994956733,,1994,19
10059,28192,721379,2012,['33/444933_1975-01-25_2012.jpg'],0.0,['Mia Kirshner'],[[ 92.37210993 115.24513741 297.34935726 320.22238474]],5.738190020023572,,1975,37
15951,45157,724888,2009,['44/8171044_1984-09-03_2009.jpg'],0.0,['Paz de la Huerta'],[[121.60456282  91.42342212 256.53969599 226.35855529]],3.0678818515354047,,1984,25
1107,2975,724984,2013,['90/2407790_1984-12-08_2013.jpg'],0.0,['Emma Green'],[[166.98929077  33.90985815 241.20647162 108.127039  ]],3.4532668517906755,,1984,29
15725,44533,723928,2010,['36/1173236_1982-01-17_2010.jpg'],0.0,['Mel Lisboa'],[[165.42440385  55.67480128 288.09270673 178.34310417]],4.243523593547308,,1982,28
16873,47730,725828,2015,['88/457688_1987-04-01_2015.jpg'],1.0,['Ding Junhui'],[[180.08914262  70.57244435 268.81371394 159.29701567]],4.1788302379380085,,1987,28
8477,23636,723378,2007,['64/5737964_1980-07-16_2007.jpg'],0.0,['Elvira Nikolaisen'],[[271.75259306 132.56034257 336.99176435 197.79951386]],3.8867843024917614,,1980,27
15390,43518,716525,2009,['65/296565_1961-10-11_2009.jpg'],1.0,['Steve Young'],[[158.68505369  79.80252684 299.753602   220.87107516]],4.828477902010951,,1961,48
8544,23798,697987,1943,['05/183505_1911-01-09_1943.jpg'],0.0,['Gypsy Rose Lee'],[[ 90.64415786  66.05338753 163.93846883 139.34769851]],4.529935180927069,,1911,32
6836,19155,718213,2011,['35/80335_1966-05-26_2011.jpg'],0.0,['Helena Bonham Carter'],[[166.87627388 106.51399247 301.81140705 241.44912564]],4.7527891671040585,,1966,45
16133,45745,727107,2014,['72/42713572_1990-10-01_2014.jpg'],1.0,['Dezmen Southward'],[[197.05741458  31.06114071 331.99254776 165.99627388]],3.055351584676456,,1990,24
2787,7638,717497,2007,['82/1215582_1964-06-09_2007.jpg'],0.0,['Gloria Reuben'],[[ 27.03078082 183.95946573 261.54780819 418.4764931 ]],3.802372384851608,,1964,43
2824,7753,723870,2009,['08/22117608_1981-11-20_2009.jpg'],0.0,['DeAnna Pappas'],[[140.26488871  80.52850783 318.59403133 258.85765046]],5.544010444488703,,1981,28
13874,39166,711036,2012,['43/226043_1946-10-01_2012.jpg'],1.0,"[""Tim O'Brien""]",[[ 97.92203703 130.26938271 388.16814812 420.5154938 ]],3.3198570199531754,,1946,66
19208,54226,705872,1957,['40/1686540_1932-08-11_1957.jpg'],0.0,['Keiko Kishi'],[[150.2690248  128.92773554 341.4606281  320.11933885]],4.729607478112119,,1932,25
10193,28587,726481,2013,['35/35409935_1989-01-13_2013.jpg'],0.0,['Jennifer Oehrli'],[[138.11816489  69.49908244 343.09541222 274.47632978]],3.0828247875954595,,1989,24
22153,62325,720620,2013,['09/9998109_1972-12-27_2013.jpg'],1.0,['Michael Wiesinger'],[[169.88839786  74.31669472 235.2534231  139.68171997]],3.4943031690208564,,1972,41
11762,33064,718779,2013,['91/325191_1967-12-13_2013.jpg'],1.0,['Jamie Foxx'],[[ 75.19468553 186.66671384 408.73077044 520.20279874]],4.194834664844108,,1967,46
13385,37725,705695,2014,['10/1069110_1932-02-16_2014.jpg'],1.0,['Aharon Appelfeld'],[[145.61546879 109.41160159 307.73287117 271.52900398]],3.5545545840853965,,1932,82
7793,21922,725163,2009,['19/8432819_1985-06-05_2009.jpg'],1.0,['Jeremy Abbott'],[[139.57655302 104.83991477 243.15646779 208.41982953]],5.709085693336558,,1985,24
19405,54814,727248,2009,['34/17814934_1991-02-19_2009.jpg'],1.0,['Fabio Daprelà'],[[117.20703231  59.00351615 203.71230654 145.50879038]],3.0004064918136435,,1991,18
7454,20927,718659,1996,['20/33305920_1967-08-15_1996.jpg'],1.0,['Christophe Capelle'],[[ 65.57469135 162.61672838 355.82080244 452.86283947]],3.567935707309513,,1967,29
